"","year","Trophic_interval","Species","chao","chao.se","jack1","jack1.se","jack2","boot","boot.se","n","total_sr","total_sr_chao","total_sr_jack1","total_sr_jack2","total_sr_boot","tips","tips_chao","tips_jack1","tips_jack2","tips_boot","Region"
"15",1976,"4.0-4.4",14,19.9439252336449,7.13323355948638,17.9626168224299,1.98130841121495,21.8878504672897,15.5293346895033,0.99559449818486,107,47,59.8795289488151,56.903999691367,64.7823071973502,51.2468550179839,0.297872340425532,0.33306750376565,0.315665276955129,0.33786772058938,0.303030004164228,"NFLS"
"16",1976,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,47,59.8795289488151,56.903999691367,64.7823071973502,51.2468550179839,0,0,0,0,0,"NFLS"
"17",1977,"3.0-3.4",13,13.4969325153374,1.31591874343947,13.9938650306748,0.993865030674847,13.999962129819,13.5787307821614,0.648290360936064,163,50,59.3455173269778,57.9535022640813,58.9822220584647,54.0955283185765,0.26,0.227429688429085,0.241467115600847,0.237359014991701,0.251013923039892,"NFLS"
"18",1977,"3.5-3.9",23,23.8948275862069,1.45691205868099,25.9827586206897,1.72209649258285,24.0343166567006,24.867232164484,1.1638520636923,174,50,59.3455173269778,57.9535022640813,58.9822220584647,54.0955283185765,0.46,0.40263913202665,0.44833802282202,0.407484082794933,0.459691086073459,"NFLS"
"19",1977,"4.0-4.4",14,21.9537572254335,11.5964764143125,17.9768786127168,1.98843930635838,20.9479432719452,15.649565371931,1.03642331134577,173,50,59.3455173269778,57.9535022640813,58.9822220584647,54.0955283185765,0.28,0.369931179544265,0.310194861577133,0.355156902213366,0.289294990886649,"NFLS"
"20",1977,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,50,59.3455173269778,57.9535022640813,58.9822220584647,54.0955283185765,0,0,0,0,0,"NFLS"
"21",1978,"3.0-3.4",28,30.9926829268293,3.23359585868046,33.9853658536585,2.44351537755688,33.9999642196911,31.0617017443998,1.51149899639216,410,78,101.19506066481,92.9642224454756,98.957627796599,84.9812547750132,0.358974358974359,0.306266755741043,0.365574679803204,0.343581035406142,0.365512392428604,"NFLS"
"22",1978,"3.5-3.9",32,49.9576470588235,23.567338844418,37.9858823529412,2.44372623750604,42.9647003329634,34.4918348872075,1.30558846049918,425,78,101.19506066481,92.9642224454756,98.957627796599,84.9812547750132,0.41025641025641,0.493676734127362,0.408607541199199,0.434172698857278,0.405875801416727,"NFLS"
"23",1978,"4.0-4.4",17,19.2447306791569,3.38859258189326,19.9929742388759,1.7279944824926,20.9929632439445,18.4277181434059,0.988661553015253,427,78,101.19506066481,92.9642224454756,98.957627796599,84.9812547750132,0.217948717948718,0.190174604894023,0.215060952621875,0.21214093053134,0.216844505205213,"NFLS"
"24",1978,"4.5-4.9",1,1,0,1,0,1,1,0,2,78,101.19506066481,92.9642224454756,98.957627796599,84.9812547750132,0.0128205128205128,0.009881905237572,0.0107568263757222,0.0101053352052399,0.0117673009494563,"NFLS"
"25",1979,"3.0-3.4",20,24.4877049180328,7.17494675412178,22.9918032786885,1.72731842831322,24.9835990717868,21.3361302570025,0.961714661678843,366,68,88.6985482915268,80.9677068931464,90.9257561057196,73.5656984005112,0.294117647058824,0.276077854595193,0.283962633510555,0.274769219875811,0.290028243065715,"NFLS"
"26",1979,"3.5-3.9",30,36.2349397590361,7.53470342465374,34.9879518072289,2.23067986189136,37.9783016122461,32.257651415935,1.2463460759403,415,68,88.6985482915268,80.9677068931464,90.9257561057196,73.5656984005112,0.441176470588235,0.40851784450792,0.43212230097368,0.417684748951536,0.438487666362055,"NFLS"
"27",1979,"4.0-4.4",18,27.9759036144578,10.2557427849388,22.9879518072289,2.23067986189136,27.9638554216867,19.9719167275737,1.14184916181669,415,68,88.6985482915268,80.9677068931464,90.9257561057196,73.5656984005112,0.264705882352941,0.315404300896888,0.283915065515765,0.307546031172654,0.27148409057223,"NFLS"
"28",1979,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,68,88.6985482915268,80.9677068931464,90.9257561057196,73.5656984005112,0,0,0,0,0,"NFLS"
"29",1980,"3.0-3.4",17,22.9770992366412,7.19997271414554,20.9847328244275,1.99236641221374,24.9541984732824,18.6186444394279,1.03036239291389,262,59,83.4105524740513,73.9451644791037,84.8786069609328,65.2688886470767,0.288135593220339,0.275469932222177,0.283787763165468,0.293998680783818,0.285260632214883,"NFLS"
"30",1980,"3.5-3.9",27,32.978417266187,6.45909361093571,32.978417266187,2.4406786286005,35.9675869412773,29.6781323574974,1.40571895851286,278,59,83.4105524740513,73.9451644791037,84.8786069609328,65.2688886470767,0.457627118644068,0.395374641313478,0.445984771262582,0.423753266330492,0.454705648781207,"NFLS"
"31",1980,"4.0-4.4",15,27.455035971223,17.0787966160163,19.9820143884892,2.6375934540445,23.956821546373,16.9721118501514,1.31646932255311,278,59,83.4105524740513,73.9451644791037,84.8786069609328,65.2688886470767,0.254237288135593,0.329155426464345,0.27022746557195,0.28224805288569,0.26003371900391,"NFLS"
"32",1980,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,59,83.4105524740513,73.9451644791037,84.8786069609328,65.2688886470767,0,0,0,0,0,"NFLS"
"33",1981,"3.0-3.4",20,20.6647398843931,1.30222546057375,21.9942196531792,1.41012623993849,21.0086453882885,21.1663055851244,0.914124241463432,346,65,71.8987845145252,73.9763558863648,75.9856404340538,69.4470620929536,0.307692307692308,0.287414314774936,0.297314180857524,0.276481783509102,0.304783311881411,"NFLS"
"34",1981,"3.5-3.9",28,31.9897698209719,5.27893593989155,31.9897698209719,1.99488491048593,33.9846416158437,29.8459967602647,1.13361513683892,391,65,71.8987845145252,73.9763558863648,75.9856404340538,69.4470620929536,0.430769230769231,0.444927825094306,0.432432355415173,0.44725084136572,0.429766153682878,"NFLS"
"35",1981,"4.0-4.4",17,19.2442748091603,3.38797167600096,19.9923664122137,1.7276435536056,20.9923534299216,18.4347597475646,0.995968379937555,393,65,71.8987845145252,73.9763558863648,75.9856404340538,69.4470620929536,0.261538461538462,0.267657860130758,0.270253463727303,0.276267375125177,0.265450534435711,"NFLS"
"36",1981,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,65,71.8987845145252,73.9763558863648,75.9856404340538,69.4470620929536,0,0,0,0,0,"NFLS"
"37",1982,"3.0-3.4",20,24.4889162561576,7.17679902770139,22.9926108374384,1.72778467257487,24.9852155932616,21.3552064400815,0.963866928228374,406,60,75.4641360069793,69.976819352305,77.9445776496541,64.2618345129858,0.333333333333333,0.324510655682757,0.328574677303921,0.320551042120791,0.332315543151296,"NFLS"
"38",1982,"3.5-3.9",26,33.9820224719101,11.6364680189509,29.9910112359551,1.99550561797753,32.9797702196579,27.7525841662084,1.09014356713519,445,60,75.4641360069793,69.976819352305,77.9445776496541,64.2618345129858,0.433333333333333,0.450306917563693,0.428584944465144,0.42311821058157,0.431867287582651,"NFLS"
"39",1982,"4.0-4.4",14,16.9931972789116,4.52459993250256,16.9931972789116,1.72812325471725,19.9795918367347,15.1540439066959,0.864227943195758,441,60,75.4641360069793,69.976819352305,77.9445776496541,64.2618345129858,0.233333333333333,0.22518242675355,0.242840378230935,0.256330747297639,0.235817169266053,"NFLS"
"40",1982,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,60,75.4641360069793,69.976819352305,77.9445776496541,64.2618345129858,0,0,0,0,0,"NFLS"
"41",1983,"3.0-3.4",25,56.9342915811088,39.5174994118052,32.9835728952772,2.82261926617382,39.9568746250243,28.1678956490542,1.43150427616172,487,66,98.4334484107884,74.9818865546364,79.9670183249861,70.1437510126429,0.378787878787879,0.578403911478415,0.439887210243015,0.499666930966958,0.401573842892678,"NFLS"
"42",1983,"3.5-3.9",27,27.4991568296796,1.32096348653493,27.9983136593592,0.998313659359191,27.9999971514516,27.6361731697622,0.691244881937135,593,66,98.4334484107884,74.9818865546364,79.9670183249861,70.1437510126429,0.409090909090909,0.279368012333759,0.373401029846827,0.350144318719745,0.393993374616948,"NFLS"
"43",1983,"4.0-4.4",14,14,0,14,0,12.0101465485101,14.3396821938266,0.54804551392534,591,66,98.4334484107884,74.9818865546364,79.9670183249861,70.1437510126429,0.212121212121212,0.142228076187825,0.186711759910158,0.150188750313297,0.204432782490374,"NFLS"
"44",1983,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,66,98.4334484107884,74.9818865546364,79.9670183249861,70.1437510126429,0,0,0,0,0,"NFLS"
"45",1984,"3.0-3.4",24,25.4976228209192,2.28817533065447,26.9952456418384,1.72930587760443,26.9999924533997,25.5645075864839,1.04765568049318,631,76,96.1379652989183,90.9783243680745,98.9661399563804,82.7193518244194,0.31578947368421,0.26521908115738,0.296721728272579,0.272820506744024,0.309051111047718,"NFLS"
"46",1984,"3.5-3.9",36,52.6431593794076,14.8247308825559,45.9858956276446,3.45962285143193,52.9703748416246,40.2170630693759,1.84652592655907,709,76,96.1379652989183,90.9783243680745,98.9661399563804,82.7193518244194,0.473684210526316,0.547579296230434,0.505459909786838,0.53523735355316,0.486186873837466,"NFLS"
"47",1984,"4.0-4.4",16,17.9971830985915,3.73676385211733,17.9971830985915,1.41222171228525,18.995772661356,16.9377811685596,0.80305961361226,710,76,96.1379652989183,90.9783243680745,98.9661399563804,82.7193518244194,0.210526315789474,0.187201622612186,0.197818361940583,0.191942139702816,0.204762015114816,"NFLS"
"48",1984,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,76,96.1379652989183,90.9783243680745,98.9661399563804,82.7193518244194,0,0,0,0,0,"NFLS"
"49",1985,"3.0-3.4",26,40.9770992366412,13.7127893958963,31.9908396946565,2.44575006378656,37.9725190839695,28.3147416497144,1.22095192005413,655,75,102.627979042109,90.978375525068,102.950078287625,81.6861603567745,0.346666666666667,0.399278048921026,0.351631247645676,0.368844003963559,0.346628382654372,"NFLS"
"50",1985,"3.5-3.9",31,39.1564837905237,8.26732664880088,37.9912718204489,2.64245236928022,41.9850327365108,34.0996439480131,1.4417040118334,802,75,102.627979042109,90.978375525068,102.950078287625,81.6861603567745,0.413333333333333,0.381538096686651,0.417585735084716,0.407819337632865,0.417447016717135,"NFLS"
"51",1985,"4.0-4.4",18,22.494396014944,7.18517818890251,20.9962640099626,1.72989383271512,22.9925264671447,19.2717747590471,0.919415925565459,803,75,102.627979042109,90.978375525068,102.950078287625,81.6861603567745,0.24,0.219183854392323,0.230783017269608,0.223336658403576,0.235924600628493,"NFLS"
"52",1985,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,75,102.627979042109,90.978375525068,102.950078287625,81.6861603567745,0,0,0,0,0,"NFLS"
"53",1986,"3.0-3.4",19,22.9885386819484,5.27742360513601,22.9885386819484,1.99426934097421,24.9827915555116,20.7565513034311,1.08161446972026,349,55,77.4414648905998,65.9707269771138,72.9446106342882,59.8154461125845,0.345454545454545,0.296850514313281,0.348465747390103,0.342489888399902,0.347009888789647,"NFLS"
"54",1986,"3.5-3.9",22,39.9541984732824,23.562886138374,27.9847328244275,2.44325694445549,32.9618255699226,24.4379806963275,1.28478767929913,393,55,77.4414648905998,65.9707269771138,72.9446106342882,59.8154461125845,0.4,0.51592772075948,0.424199248768864,0.45187472087799,0.40855635600093,"NFLS"
"55",1986,"4.0-4.4",14,14.498727735369,1.31999034295717,14.9974554707379,0.997455470737914,14.9999935088539,14.6209141128259,0.745360953891822,393,55,77.4414648905998,65.9707269771138,72.9446106342882,59.8154461125845,0.254545454545455,0.18722176492724,0.227335003841033,0.205635390722109,0.244433755209423,"NFLS"
"56",1986,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,55,77.4414648905998,65.9707269771138,72.9446106342882,59.8154461125845,0,0,0,0,0,"NFLS"
"57",1987,"3.0-3.4",21,23.2452025586354,3.38923529167826,23.9936034115139,1.72835773548451,24.9935942995644,22.546853963352,1.04338604415615,469,62,77.7226020558408,73.9785364096508,80.9634518737717,67.3371096154438,0.338709677419355,0.299079057362678,0.324331955942613,0.308702182541962,0.334835488070621,"NFLS"
"58",1987,"3.5-3.9",25,33.9849498327759,10.1572220897182,30.989966555184,2.82428847802386,34.9799275082211,27.4959035435425,1.50764544525176,598,62,77.7226020558408,73.9785364096508,80.9634518737717,67.3371096154438,0.403225806451613,0.43725954785146,0.418904834553353,0.432045900942533,0.40833210247023,"NFLS"
"59",1987,"4.0-4.4",16,20.4924496644295,7.18220200461575,18.994966442953,1.72914468205282,20.9899300659861,17.2943521085492,0.930107621659815,596,62,77.7226020558408,73.9785364096508,80.9634518737717,67.3371096154438,0.258064516129032,0.263661394785862,0.256763209504035,0.259251916515504,0.256832409459148,"NFLS"
"60",1987,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,62,77.7226020558408,73.9785364096508,80.9634518737717,67.3371096154438,0,0,0,0,0,"NFLS"
"61",1988,"3.0-3.4",20,22.2442159383033,3.38789149238142,22.9922879177378,1.72759823479878,23.9922746667373,21.5395165997778,1.0502492484039,389,56,64.9804497418594,64.9800429687792,68.973907200591,60.2776429198295,0.357142857142857,0.342321667927361,0.353836145180526,0.347845665708956,0.357338402041131,"NFLS"
"62",1988,"3.5-3.9",21,23.2453987730061,3.38950253936151,23.9938650306748,1.72850878137753,24.9938566495692,22.4573480126046,1.04769498466246,489,56,64.9804497418594,64.9800429687792,68.973907200591,60.2776429198295,0.375,0.35772911491611,0.369249756301379,0.362366837895404,0.372565132357172,"NFLS"
"63",1988,"4.0-4.4",15,19.4908350305499,7.17973304965555,17.9938900203666,1.72852320918279,19.9877758842845,16.280778307447,0.935787397805858,491,56,64.9804497418594,64.9800429687792,68.973907200591,60.2776429198295,0.267857142857143,0.299949217156529,0.276914098518095,0.28978749639564,0.270096465601696,"NFLS"
"64",1988,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,56,64.9804497418594,64.9800429687792,68.973907200591,60.2776429198295,0,0,0,0,0,"NFLS"
"65",1989,"3.0-3.4",20,26.2357305936073,7.53560664050828,24.9885844748858,2.23096279946897,27.9794416058013,22.149250715647,1.19335525856819,438,53,71.7123223539069,63.9773379398343,71.951316464743,57.5315391863827,0.377358490566038,0.365846896773633,0.390584936472125,0.388866291550226,0.384993188586367,"NFLS"
"66",1989,"3.5-3.9",22,34.4765917602996,17.1077236146723,26.9906367041199,2.2318805842835,30.9775245764558,24.0073049715505,1.1621076758185,534,53,71.7123223539069,63.9773379398343,71.951316464743,57.5315391863827,0.415094339622642,0.480762449585086,0.421878083291031,0.430534507198839,0.417289460895093,"NFLS"
"67",1989,"4.0-4.4",11,11,0.475833495574542,11.9981167608286,0.998116760828625,12.9943502824859,11.3749834991852,0.489697871411379,531,53,71.7123223539069,63.9773379398343,71.951316464743,57.5315391863827,0.207547169811321,0.153390653641281,0.187536980236844,0.180599201250936,0.19771735051854,"NFLS"
"68",1989,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,53,71.7123223539069,63.9773379398343,71.951316464743,57.5315391863827,0,0,0,0,0,"NFLS"
"69",1990,"3.0-3.4",19,21.2460801393728,3.39043057131815,21.9947735191638,1.72903329745116,22.9947674383251,20.4243186807122,0.987673869315646,574,60,67.7378674805619,69.9843452030412,72.9857608786237,64.7694343817604,0.316666666666667,0.313651446813994,0.314281336138128,0.315058268373275,0.315338845794581,"NFLS"
"70",1990,"3.5-3.9",25,26.4977843426883,2.28838682001656,27.9955686853767,1.72949238687823,27.9999934448009,26.6047268247063,1.07726962255179,677,60,67.7378674805619,69.9843452030412,72.9857608786237,64.7694343817604,0.416666666666667,0.391181259880851,0.400026157337829,0.383636384792442,0.410760524291354,"NFLS"
"71",1990,"4.0-4.4",16,19.9940029985008,5.28413596783336,19.9940029985008,1.99700149925037,21.9909999954977,17.7403888763419,1.07628941886922,667,60,67.7378674805619,69.9843452030412,72.9857608786237,64.7694343817604,0.266666666666667,0.295167293305155,0.285692506524043,0.301305346834283,0.273900629914066,"NFLS"
"72",1990,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,60,67.7378674805619,69.9843452030412,72.9857608786237,64.7694343817604,0,0,0,0,0,"NFLS"
"73",1991,"3.0-3.4",21,23.24625,3.39066192376208,23.995,1.72916405622293,24.9949944351697,22.4845119442219,1.04632035818014,600,60,64.8681358856922,68.9876848148626,70.9904317703151,64.4823122858586,0.35,0.358361615955229,0.347815701663184,0.352089624078346,0.348692705753868,"NFLS"
"74",1991,"3.5-3.9",23,24.1233695652174,1.76676868896502,25.995652173913,1.72954058900718,25.0043394122968,24.6998905195725,1.10230641044884,690,60,64.8681358856922,68.9876848148626,70.9904317703151,64.4823122858586,0.383333333333333,0.371883194049642,0.376815836676876,0.352221261214422,0.38304908189512,"NFLS"
"75",1991,"4.0-4.4",14,14.9985163204748,2.28457235643121,15.9970326409496,1.41211532266631,17.9910979228487,14.7979098220641,0.724018676433014,674,60,64.8681358856922,68.9876848148626,70.9904317703151,64.4823122858586,0.233333333333333,0.231215466818786,0.231882439364064,0.253429898567988,0.229487890515822,"NFLS"
"76",1991,"4.5-4.9",2,2.5,1.10679718105893,3,0.707106781186548,3,2.5,0.5,2,60,64.8681358856922,68.9876848148626,70.9904317703151,64.4823122858586,0.0333333333333333,0.0385397231763433,0.0434860222958763,0.042259216139244,0.0387703218351906,"NFLS"
"77",1992,"3.0-3.4",25,26.49765625,2.28821910123866,27.9953125,1.72934447818205,27.9999926643192,26.6067534657948,1.06555914939521,640,70,77.9880177958236,79.9849376687986,82.9866307626612,74.86291228936,0.357142857142857,0.339765735800237,0.350007305324446,0.337403656552803,0.355406337425859,"NFLS"
"78",1992,"3.5-3.9",29,34.9910979228487,6.47181212984511,34.9910979228487,2.44585548500457,37.9866402705455,31.6678664096584,1.484414900939,674,70,77.9880177958236,79.9849376687986,82.9866307626612,74.86291228936,0.414285714285714,0.448672743734262,0.437471090716351,0.457744095903664,0.423011414347011,"NFLS"
"79",1992,"4.0-4.4",16,16.499263622975,1.32120568009125,16.9985272459499,0.998527245949926,16.9999978277964,16.5882924139068,0.656454881712025,679,70,77.9880177958236,79.9849376687986,82.9866307626612,74.86291228936,0.228571428571429,0.211561520465501,0.212521603959203,0.204852247543532,0.221582248227129,"NFLS"
"80",1992,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,70,77.9880177958236,79.9849376687986,82.9866307626612,74.86291228936,0,0,0,0,0,"NFLS"
"81",1993,"3.0-3.4",27,27.0998363338789,0.376429232181653,27.9983633387889,0.998363338788871,24.0196265192777,28.0660848190834,0.919288503659263,611,77,90.3294944841881,86.9844790268498,87.9966459030835,82.0973343310092,0.350649350649351,0.300010937608232,0.321877691882784,0.272960705181106,0.34186353366753,"NFLS"
"82",1993,"3.5-3.9",33,45.2312404287902,13.1347032225055,39.989280245023,3.60130372848513,44.9770243989515,35.9674940534886,1.88167435393056,653,77,90.3294944841881,86.9844790268498,87.9966459030835,82.0973343310092,0.428571428571429,0.500736118220033,0.459728915921648,0.511122031270234,0.43810794036833,"NFLS"
"83",1993,"4.0-4.4",17,17.998417721519,1.8682913552567,18.996835443038,1.4119758826858,18.9999949848543,18.0637554584372,0.867136811155542,632,77,90.3294944841881,86.9844790268498,87.9966459030835,82.0973343310092,0.220779220779221,0.199252944171735,0.218393392195568,0.215917263548661,0.22002852596414,"NFLS"
"84",1993,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,77,90.3294944841881,86.9844790268498,87.9966459030835,82.0973343310092,0,0,0,0,0,"NFLS"
"85",1994,"3.0-3.4",23,24.9957264957265,3.73423341972094,24.9957264957265,1.41119173852187,25.9935851681034,23.941356877579,0.807846093471034,468,65,85.4600294401688,75.978182367381,84.9465777742502,69.530769603936,0.353846153846154,0.292484412414416,0.328985581345753,0.305999203842945,0.344327511603204,"NFLS"
"86",1994,"3.5-3.9",25,37.4765478424015,17.1076646786498,29.9906191369606,2.23187272801105,33.9774824020652,27.0544295162847,1.17013835960278,533,65,85.4600294401688,75.978182367381,84.9465777742502,69.530769603936,0.384615384615385,0.438527204915593,0.394726725521618,0.399986477293553,0.389100101586582,"NFLS"
"87",1994,"4.0-4.4",17,22.9877551020408,7.21215781270757,20.9918367346939,1.99591836734694,24.9755102040816,18.5349832100723,0.993722283377921,490,65,85.4600294401688,75.978182367381,84.9465777742502,69.530769603936,0.261538461538462,0.268988382669991,0.276287693132629,0.294014318863502,0.266572386810214,"NFLS"
"88",1994,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,65,85.4600294401688,75.978182367381,84.9465777742502,69.530769603936,0,0,0,0,0,"NFLS"
"89",1995,"3.0-3.4",33,33.3990846681922,0.865722546455634,34.9954233409611,1.41097737573151,32.0205687233641,34.5856050255701,1.10853689106842,437,78,89.4975846153967,88.9748594847761,89.991828919476,83.6341932151181,0.423076923076923,0.373184201693488,0.393318107425041,0.355816401420354,0.413534269848355,"NFLS"
"90",1995,"3.5-3.9",29,32.1183510638298,3.65084511982946,33.9893617021277,2.2313103860583,34.9935988749263,31.4414445469441,1.40646548938736,470,78,89.4975846153967,88.9748594847761,89.991828919476,83.6341932151181,0.371794871794872,0.3588739428204,0.382010850019306,0.38885306916296,0.375940071138997,"NFLS"
"91",1995,"4.0-4.4",16,23.9801488833747,11.6338171416362,19.9900744416873,1.99503722084367,22.9776613211856,17.6071436426039,1.02139080882865,403,78,89.4975846153967,88.9748594847761,89.991828919476,83.6341932151181,0.205128205128205,0.267941855486112,0.224671042555653,0.255330529416686,0.210525659012648,"NFLS"
"92",1995,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,78,89.4975846153967,88.9748594847761,89.991828919476,83.6341932151181,0,0,0,0,0,"NFLS"
"93",1996,"3.0-3.4",32,33.1233528550512,1.76674713722467,34.99560761347,1.72951486202339,34.0043837992641,33.6686619743417,1.08790922992161,683,95,110.268246338761,111.725535110785,118.222073943266,102.703205145937,0.336842105263158,0.300388860391335,0.313228373252087,0.287631426729856,0.32782484175153,"NFLS"
"94",1996,"3.5-3.9",37,45.1547619047619,8.26568550075081,43.9897959183673,2.64189453072776,47.9825009044285,40.0361680424756,1.48583296240246,686,95,110.268246338761,111.725535110785,118.222073943266,102.703205145937,0.389473684210526,0.409499229415871,0.393730903814853,0.405867527983437,0.389823939628622,"NFLS"
"95",1996,"4.0-4.4",24,29.9901315789474,6.47084290583923,29.9901315789474,2.44546097675886,32.9851892395734,26.6780626291195,1.33965330730016,608,95,110.268246338761,111.725535110785,118.222073943266,102.703205145937,0.252631578947368,0.271974322388453,0.268426833214178,0.279010409303112,0.259758812699284,"NFLS"
"96",1996,"4.5-4.9",2,2,0.265165042944955,2.75,0.75,3.25,2.3203125,0.466596616301222,4,95,110.268246338761,111.725535110785,118.222073943266,102.703205145937,0.0210526315789474,0.0181375878043413,0.0246138897188826,0.0274906359835952,0.0225924059205644,"NFLS"
"97",1997,"3.0-3.4",40,57.9721362229102,23.5860467984989,45.9907120743034,2.44569796299559,50.9767777857777,42.468105499636,1.27788996857715,646,102,129.954703769271,115.977048580453,124.95556542072,108.344352507004,0.392156862745098,0.446094943403027,0.396550116055071,0.40795924226457,0.391973411783421,"NFLS"
"98",1997,"3.5-3.9",34,34.9984686064318,1.86837295567742,35.9969372128637,1.41204784481969,35.9999953024737,35.220906826827,0.987083239559592,653,102,129.954703769271,115.977048580453,124.95556542072,108.344352507004,0.333333333333333,0.269312826633579,0.310379835092049,0.288102376082757,0.32508299705377,"NFLS"
"99",1997,"4.0-4.4",27,35.9840989399293,10.1563020663416,32.9893992932862,2.44516202238957,36.9787923324682,29.6553401805411,1.36009374218982,566,102,129.954703769271,115.977048580453,124.95556542072,108.344352507004,0.264705882352941,0.276897241086536,0.284447653195808,0.29593553682833,0.273713760748387,"NFLS"
