"","year","Trophic_interval","Species","chao","chao.se","jack1","jack1.se","jack2","boot","boot.se","n","total_sr","total_sr_chao","total_sr_jack1","total_sr_jack2","total_sr_boot","tips","tips_chao","tips_jack1","tips_jack2","tips_boot","Region"
"34",1981,"3.5-3.9",32,40.9879194630873,10.160432985386,37.9919463087248,2.44620183708817,41.983889009165,34.6384624840909,1.33390679277205,745,79,91.1085078693899,89.9845912299412,93.9846187060212,84.2537365371628,0.40506329113924,0.449880262794405,0.422205021875829,0.44671021266244,0.411120787133429,"NFLS"
"35",1981,"4.0-4.4",20,21.9973544973545,3.73706160795634,21.9973544973545,1.41234290951281,22.9960299940432,20.9143267673051,0.790456692353159,756,79,91.1085078693899,89.9845912299412,93.9846187060212,84.2537365371628,0.253164556962025,0.241441277129565,0.244456903084038,0.244678653918612,0.248230258109444,"NFLS"
"36",1981,"4.5-4.9",2,2,0,2,0,2,2,0.000000000381269908516024,50,79,91.1085078693899,89.9845912299412,93.9846187060212,84.2537365371628,0.0253164556962025,0.0219518467239869,0.0222260275083022,0.0212800778205622,0.0237378196172681,"NFLS"
"37",1982,"3.0-3.4",23,28.9896013864818,7.25395492424333,26.9930675909879,1.99653379549393,30.9792027729636,24.5890179252449,1.02323078647838,577,70,88.4699879808903,80.9821016919015,89.955683796175,74.5154604675062,0.328571428571429,0.327677238893077,0.333321400989118,0.344382939083176,0.329985452293721,"NFLS"
"38",1982,"3.5-3.9",26,33.9873417721519,11.6439941146703,29.993670886076,1.99683544303797,32.985756986098,27.6887202368627,1.06358896492991,632,70,88.4699879808903,80.9821016919015,89.955683796175,74.5154604675062,0.371428571428571,0.384168038764663,0.370374073522908,0.366688969435643,0.371583562164752,"NFLS"
"39",1982,"4.0-4.4",19,23.4930448222566,7.18311206674878,21.9953632148377,1.72937375840726,23.9907240371134,20.2377223053986,0.901093189464075,647,70,88.4699879808903,80.9821016919015,89.955683796175,74.5154604675062,0.271428571428571,0.265548185982925,0.271607710287881,0.266694921595755,0.271590917890437,"NFLS"
"40",1982,"4.5-4.9",2,2,0,2,0,2,2,0.000000000000000122347585143443,72,70,88.4699879808903,80.9821016919015,89.955683796175,74.5154604675062,0.0285714285714286,0.0226065363593358,0.0246968152000926,0.0222331698854258,0.0268400676510901,"NFLS"
"41",1983,"3.0-3.4",26,57.9456706281834,39.5314365847581,33.9864176570458,2.82362504134255,40.9643434623425,29.1193751403057,1.41493158000015,589,74,106.444947039182,83.9605802351405,90.8954789107917,78.3364679917702,0.351351351351351,0.544372205914611,0.404790171314482,0.450675258585155,0.371721828757519,"NFLS"
"42",1983,"3.5-3.9",28,28.4992764109986,1.32123468161282,28.9985528219971,0.998552821997106,28.9999979026406,28.6503738847621,0.701220506878705,691,74,106.444947039182,83.9605802351405,90.8954789107917,78.3364679917702,0.378378378378378,0.267737240740118,0.345382949245748,0.319047748580568,0.365734818268448,"NFLS"
"43",1983,"4.0-4.4",17,17,0,17,0,16.0043082775159,17.2033720167531,0.427428966635948,696,74,106.444947039182,83.9605802351405,90.8954789107917,78.3364679917702,0.22972972972973,0.159706970343481,0.20247597089479,0.176073754924853,0.219608727043457,"NFLS"
"44",1983,"4.5-4.9",3,3,0.398291015086696,3.97560975609756,0.975609756097561,4.92682926829268,3.36334694994926,0.48096355777946,41,74,106.444947039182,83.9605802351405,90.8954789107917,78.3364679917702,0.0405405405405405,0.0281835830017907,0.0473509085449796,0.0542032379094241,0.0429346259305769,"NFLS"
"45",1984,"3.0-3.4",24,25.49765625,2.28821910123866,26.9953125,1.72934447818205,26.9999926643192,25.5630140377917,1.04700485939065,640,76,89.6059589373714,89.9801647741483,95.9751954656832,82.4534190353439,0.31578947368421,0.284553131871745,0.300014037179846,0.281322611882289,0.31002976391839,"NFLS"
"46",1984,"3.5-3.9",36,46.1110537190083,9.0059133607392,44.9876033057851,3.31247171549736,49.9793312434692,39.98395513719,1.81531752828381,726,76,89.6059589373714,89.9801647741483,95.9751954656832,82.4534190353439,0.473684210526316,0.514598072113003,0.499972448580248,0.520752586133984,0.484927800508196,"NFLS"
"47",1984,"4.0-4.4",16,17.9972489683631,3.73687828183445,17.9972489683631,1.41226828924741,18.9958715578948,16.9064498603622,0.784820906819375,727,76,89.6059589373714,89.9801647741483,95.9751954656832,82.4534190353439,0.210526315789474,0.200848796015252,0.200013514239905,0.197924801983727,0.205042435573414,"NFLS"
"48",1984,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,76,89.6059589373714,89.9801647741483,95.9751954656832,82.4534190353439,0,0,0,0,0,"NFLS"
"49",1985,"3.0-3.4",26,40.9773413897281,13.7130039764096,31.9909365558912,2.44578960722006,37.9728096676737,28.3145658429952,1.22081075111558,662,75,98.9662780788493,89.979870978405,99.9580510162565,81.4487037464194,0.346666666666667,0.414053576482691,0.355534367942904,0.379887455603732,0.347636789053748,"NFLS"
"50",1985,"3.5-3.9",31,35.4944649446495,4.79701248922444,36.9926199261993,2.44647684027053,38.9926138670254,33.8665551444762,1.40122076822201,813,75,98.9662780788493,89.979870978405,99.9580510162565,81.4487037464194,0.413333333333333,0.35865211497971,0.411121059898801,0.390089777367547,0.415802260646353,"NFLS"
"51",1985,"4.0-4.4",18,22.4944717444717,7.1852939876389,20.9963144963145,1.72992298102395,22.9926274815574,19.267582758948,0.917204033891536,814,75,98.9662780788493,89.979870978405,99.9580510162565,81.4487037464194,0.24,0.227294308537599,0.233344572158295,0.230022767028721,0.2365609502999,"NFLS"
"52",1985,"4.5-4.9",0,0,NA,0,NA,0,0,NA,NA,75,98.9662780788493,89.979870978405,99.9580510162565,81.4487037464194,0,0,0,0,0,"NFLS"
"53",1986,"3.0-3.4",23,26.9903846153846,5.27969115417104,26.9903846153846,1.99519230769231,28.9855653382762,24.8073195465986,1.10365227695395,416,69,73.8884195498824,76.9560566192662,76.9218539938013,73.3105775310211,0.333333333333333,0.365285721088719,0.350724631706603,0.376818340085926,0.338386633717371,"NFLS"
"54",1986,"3.5-3.9",23,23.3991266375546,0.865789349511167,24.9956331877729,1.41112575983516,22.0196267665523,24.5256978853743,1.12849979066199,458,69,73.8884195498824,76.9560566192662,76.9218539938013,73.3105775310211,0.333333333333333,0.316681920930217,0.324803976267089,0.286259698944942,0.334545146298928,"NFLS"
"55",1986,"4.0-4.4",20,20.4989082969432,1.32039984123644,20.9978165938865,0.997816593886463,20.9999952223061,20.6148500659393,0.695227773188816,458,69,73.8884195498824,76.9560566192662,76.9218539938013,73.3105775310211,0.289855072463768,0.277430596321042,0.272854633102778,0.273004278133993,0.28119884960961,"NFLS"
"56",1986,"4.5-4.9",3,3,0.3969080601732,3.97222222222222,0.972222222222222,4.91666666666667,3.36271003310893,0.480782138802461,36,69,73.8884195498824,76.9560566192662,76.9218539938013,73.3105775310211,0.0434782608695652,0.0406017616600215,0.0516167589235304,0.0639176828351391,0.0458693703740911,"NFLS"
"57",1987,"3.0-3.4",30,33.1203148425787,3.65287527781015,34.9925037481259,2.23271555174642,35.9954932443688,32.4510714072228,1.29874393589699,667,79,96.3522896217771,92.9811240969446,99.9727227681848,85.3220639298349,0.379746835443038,0.343741855773119,0.376339865623068,0.360053144974701,0.380336221518377,"NFLS"
"58",1987,"3.5-3.9",28,40.2344936708861,13.1380729238583,34.9911392405063,2.99662444286806,39.9810094495516,30.8823115354959,1.54115498376877,790,79,96.3522896217771,92.9811240969446,99.9727227681848,85.3220639298349,0.354430379746835,0.417576933862425,0.376325190519569,0.399919181377694,0.361949888611369,"NFLS"
"59",1987,"4.0-4.4",19,20.9974811083123,3.73728155783137,20.9974811083123,1.41243243697968,21.9962200742644,19.9886378647139,0.834272277904344,794,79,96.3522896217771,92.9811240969446,99.9727227681848,85.3220639298349,0.240506329113924,0.217924049244042,0.225825201751915,0.220022216712742,0.234272788819919,"NFLS"
"60",1987,"4.5-4.9",2,2,0,2,0,2,2.00004312240235,0.00656662339467731,13,79,96.3522896217771,92.9811240969446,99.9727227681848,85.3220639298349,0.0253164556962025,0.0207571611204138,0.0215097421054487,0.0200054569348638,0.0234411010503344,"NFLS"
"61",1988,"3.0-3.4",26,31.9903846153846,7.26906218701679,29.9935897435897,1.99679487179487,33.9807692307692,27.5586439496934,1.01042142923805,624,77,98.9686020459138,91.9785548124455,103.948089645378,83.2014427252746,0.337662337662338,0.323237713315821,0.326093292123909,0.326901334567047,0.33122795767725,"NFLS"
"62",1988,"3.5-3.9",27,32.9917127071823,6.47242874604212,32.9917127071823,2.44610646965779,35.987563329589,29.7352076901616,1.36905985829775,724,77,98.9686020459138,91.9785548124455,103.948089645378,83.2014427252746,0.350649350649351,0.333355347303751,0.358689183304262,0.346207067896692,0.357388125928841,"NFLS"
"63",1988,"4.0-4.4",22,31.9865047233468,10.3000831467755,26.9932523616734,2.23305034190262,31.9797570850202,23.9072884022656,1.10636710293145,741,77,98.9686020459138,91.9785548124455,103.948089645378,83.2014427252746,0.285714285714286,0.3231985100538,0.293473325567201,0.307651224703792,0.287342233730319,"NFLS"
"64",1988,"4.5-4.9",2,2,0,2,0,2,2.00030268315394,0.0173951584311294,27,77,98.9686020459138,91.9785548124455,103.948089645378,83.2014427252746,0.025974025974026,0.0202084293266278,0.0217441990046291,0.0192403728324691,0.0240416826635903,"NFLS"
"65",1989,"3.0-3.4",22,39.9625,23.5736048102534,27.9875,2.44438663915238,32.9687456506611,24.4316748241359,1.25920277765044,480,61,85.2017795883362,72.9771815103902,81.9480758826446,65.9512022201461,0.360655737704918,0.469033630436878,0.383510289391147,0.402312626569472,0.370450787880752,"NFLS"
"66",1989,"3.5-3.9",23,29.2392795883362,7.53965995945397,27.991423670669,2.23223252642346,30.9845567128197,25.1176413081917,1.19410867194758,583,61,85.2017795883362,72.9771815103902,81.9480758826446,65.9512022201461,0.377049180327869,0.343176864727588,0.383564055110619,0.378099868472712,0.380851909633863,"NFLS"
"67",1989,"4.0-4.4",14,14,0.480972662004229,14.9982578397213,0.998257839721254,15.9947735191638,14.3940735878185,0.518423539152217,574,61,85.2017795883362,72.9771815103902,81.9480758826446,65.9512022201461,0.229508196721311,0.164315816731093,0.20551982865474,0.195181806856203,0.218253391951384,"NFLS"
"68",1989,"4.5-4.9",2,2,0,2,0,2,2.0078125,0.08804240366863,4,61,85.2017795883362,72.9771815103902,81.9480758826446,65.9512022201461,0.0327868852459016,0.0234736881044418,0.0274058268434942,0.0244056981016143,0.030443910534002,"NFLS"
"69",1990,"3.0-3.4",21,24.9946380697051,5.28491608557893,24.9946380697051,2.44675343298765,26.9919535059467,22.7414809073869,1.27483432208817,746,68,84.230386220612,79.9853594471103,87.9710036325934,73.1179140769182,0.308823529411765,0.29674134467626,0.312490163730934,0.30682784544186,0.311024749467872,"NFLS"
"70",1990,"3.5-3.9",25,27.2474167623421,3.39225106466373,27.9965556831228,1.73006223029268,28.9965530437996,26.47037602852,1.02321710317028,871,68,84.230386220612,79.9853594471103,87.9710036325934,73.1179140769182,0.367647058823529,0.323486784103982,0.350021002301494,0.329614894072395,0.362023128841912,"NFLS"
"71",1990,"4.0-4.4",20,29.9883313885648,10.2861057928694,24.9941656942824,2.23345879666257,29.9824970828471,21.9060369809895,1.10599804424719,857,68,84.230386220612,79.9853594471103,87.9710036325934,73.1179140769182,0.294117647058824,0.356027471012905,0.312484257957353,0.340822496558839,0.299598768065851,"NFLS"
"72",1990,"4.5-4.9",2,2,0,2,0,2,2.00002016002178,0.00448994603052181,17,68,84.230386220612,79.9853594471103,87.9710036325934,73.1179140769182,0.0294117647058824,0.0237444002068529,0.0250045760102195,0.022734763926906,0.0273533536243637,"NFLS"
"73",1991,"3.0-3.4",24,31.990990990991,11.6491572668236,27.9954954954955,1.99774774774775,30.9898635952751,25.7072353307717,1.0964184544737,888,73,82.1564513099421,81.9459085598716,82.8627711605045,77.5700045773571,0.328767123287671,0.38939110052724,0.341633840999412,0.37399019078481,0.331406907487481,"NFLS"
"74",1991,"3.5-3.9",26,26.4994866529774,1.0299670941871,27.9979466119097,1.41276159773,26.006155943535,27.3471410333063,1.0033903076301,974,73,82.1564513099421,81.9459085598716,82.8627711605045,77.5700045773571,0.356164383561644,0.32254906620791,0.341663752394101,0.313846080444996,0.352547884743699,"NFLS"
"75",1991,"4.0-4.4",20,20.6659736659737,1.3041686322857,21.997920997921,1.41274348590493,21.003115258058,21.156271711956,0.910398244200348,962,73,82.1564513099421,81.9459085598716,82.8627711605045,77.5700045773571,0.273972602739726,0.251544137270603,0.268444409056113,0.253468656236166,0.272737791201982,"NFLS"
"76",1991,"4.5-4.9",3,3,0.389691549988233,3.95454545454545,0.954545454545455,4.86363636363636,3.35935650132317,0.479811844688743,22,73,82.1564513099421,81.9459085598716,82.8627711605045,77.5700045773571,0.0410958904109589,0.036515695994247,0.048257997550374,0.0586950725340279,0.0433074165668385,"NFLS"
"77",1992,"3.0-3.4",28,29.4980340760157,2.28871380856648,30.9960681520315,1.72978075408582,30.9999948400945,29.6253791312319,1.12509414671752,763,80,89.4880929601385,91.9194603694876,96.7850769818952,85.6042948917754,0.35,0.32963082685375,0.337208987383487,0.320297258697159,0.346073513819436,"NFLS"
"78",1992,"3.5-3.9",29,34.9925280199253,6.47324648762233,34.9925280199253,2.44643931969129,37.9887873715462,31.6674951551309,1.48499203220357,803,80,89.4880929601385,91.9194603694876,96.7850769818952,85.6042948917754,0.3625,0.391029989157466,0.380686830397679,0.392506660697832,0.369928812510707,"NFLS"
"79",1992,"4.0-4.4",20,21.9975308641975,3.73736799425247,21.9975308641975,1.4124676197035,22.9962947702544,20.9561443233686,0.81417326043037,810,80,89.4880929601385,91.9194603694876,96.7850769818952,85.6042948917754,0.25,0.245815170896491,0.239313098399124,0.237601658100206,0.244802487420313,"NFLS"
"80",1992,"4.5-4.9",3,3,0.381031737766272,3.93333333333333,0.933333333333333,4.8,3.35527628204403,0.478599344262074,15,80,89.4880929601385,91.9194603694876,96.7850769818952,85.6042948917754,0.0375,0.0335240130922928,0.0427910838197108,0.0495944225048031,0.039195186249544,"NFLS"
"81",1993,"3.0-3.4",31,31.7490875912409,1.26126362044874,33.9963503649635,1.72994368979811,31.010940014403,32.933488027163,1.26126637550207,822,88,97.2392781934857,98.9870894191975,99.9970917619478,93.6335209775211,0.352272727272727,0.326504764135197,0.343442266708069,0.310118419125901,0.351727540343905,"NFLS"
"82",1993,"3.5-3.9",33,39.2428407789233,7.54372719994609,37.9942726231386,3.31386163781964,40.9896880944124,35.2505125712931,1.75920789828786,873,88,97.2392781934857,98.9870894191975,99.9970917619478,93.6335209775211,0.375,0.403569848604165,0.383830586858027,0.409908802067885,0.376473213901203,"NFLS"
"83",1993,"4.0-4.4",22,24.2473498233216,3.3921598933459,24.9964664310954,1.73001070061061,25.9964636531324,23.4411279183863,0.996465678659345,849,88,97.2392781934857,98.9870894191975,99.9970917619478,93.6335209775211,0.25,0.249357566960487,0.25252249134469,0.259972197141687,0.250349743058513,"NFLS"
"84",1993,"4.5-4.9",2,2,0,2,0,2,2.00839246067876,0.0912251461085133,13,88,97.2392781934857,98.9870894191975,99.9970917619478,93.6335209775211,0.0227272727272727,0.0205678203001509,0.0202046550892133,0.0200005816645266,0.0214495026963786,"NFLS"
"85",1994,"3.0-3.4",29,33.4935158501441,7.183832320308,31.9956772334294,1.72955505712569,33.991352387606,30.2655197597145,0.917784985723624,694,84,117.45668380468,96.9828496444029,108.017603920043,89.345475466854,0.345238095238095,0.285156321166369,0.329910673389622,0.314683451160119,0.33874708933574,"NFLS"
"86",1994,"3.5-3.9",30,57.9645120405577,21.4290298721578,37.9898605830165,2.82484229949303,45.9695817490494,33.0477048846042,1.42388071942064,789,84,117.45668380468,96.9828496444029,108.017603920043,89.345475466854,0.357142857142857,0.493496922975855,0.391717305918624,0.425574907059381,0.369886720193956,"NFLS"
"87",1994,"4.0-4.4",22,22.9986559139785,2.30501871648441,23.997311827957,1.41231273769249,25.991935483871,22.9028423052981,0.79484569277432,744,84,117.45668380468,96.9828496444029,108.017603920043,89.345475466854,0.261904761904762,0.195805425191666,0.247438716391047,0.240626847297138,0.256340258816964,"NFLS"
"88",1994,"4.5-4.9",3,3,0,3,0,2.06473429951691,3.1294085172372,0.335651534936136,46,84,117.45668380468,96.9828496444029,108.017603920043,89.345475466854,0.0357142857142857,0.0255413306661094,0.0309333043007067,0.0191147944833628,0.03502593165334,"NFLS"
"89",1995,"3.0-3.4",36,36.3994285714286,0.866269920700358,37.9971428571429,1.41219325728399,35.0128469241774,37.5271411592322,1.07375017061134,700,94,103.053540740185,103.985724876064,104.995489964509,99.2249496570501,0.382978723404255,0.353208907816158,0.365407298957911,0.333470008435719,0.378202672704161,"NFLS"
"90",1995,"3.5-3.9",34,38.1609510745313,4.87677490066886,38.9931412894376,2.23300066888868,40.9917638945417,36.3924659027575,1.35071005750101,729,94,103.053540740185,103.985724876064,104.995489964509,99.2249496570501,0.361702127659574,0.370302182733745,0.374985521675325,0.390414520741774,0.366767290167849,"NFLS"
"91",1995,"4.0-4.4",22,26.4931610942249,7.18328985941842,24.9954407294833,1.72941851150874,26.9908791457902,23.3053410498471,0.935886249638865,658,94,103.053540740185,103.985724876064,104.995489964509,99.2249496570501,0.234042553191489,0.257081521934492,0.240373770142722,0.257067033592717,0.234873800696267,"NFLS"
"92",1995,"4.5-4.9",2,2,0,2,0,2,2.00000154521335,0.00124306514741372,33,94,103.053540740185,103.985724876064,104.995489964509,99.2249496570501,0.0212765957446809,0.0194073875156054,0.0192334092240422,0.01904843722979,0.0201562364317233,"NFLS"
"93",1996,"3.0-3.4",41,51.6570657065707,10.2616408825152,48.992799279928,3.15971594627336,53.9864962171893,44.4176598878759,1.65275926828276,1111,120,157.75727650496,144.977027960066,159.035356863556,130.939871890648,0.341666666666667,0.327446485201883,0.337934912649908,0.339462225771007,0.339221806517196,"NFLS"
